agent_code ,doc_nbr,cus_id,company_order,package_id,car_id,post_date,id
1,NVMI9000087855,401,M ประกันภัย,279,1037,2015-12-22,
709,VVMI0000161327,958,M ประกันภัย,279,229,2016-08-01,
174,28339041,4049,N ประกันภัย,280,2513,2015-10-12,
697,77328153,501,N ประกันภัย,280,442,2017-01-20,
701,82990798,1331,N ประกันภัย,280,3837,2016-01-06,
203,84565316,79,N ประกันภัย,280,1297,2016-11-22,
40,84565373,1298,N ประกันภัย,280,1261,2016-08-09,
709,84565391,4149,N ประกันภัย,280,794,2016-08-23,
263,85145770,320,N ประกันภัย,280,3318,2018-11-04,
31,00002D-2N-15-007874,2941,N ประกันภัย,280,5071,2016-01-09,
2,00002D-2N-15-009234,1076,N ประกันภัย,280,2875,2017-09-03,
185,00002D-2N-16-001741,1486,N ประกันภัย,280,2209,2015-06-03,
2,00002D-2N-16-007538,1076,N ประกันภัย,280,2875,2017-08-09,
232,00002D-3N-15-001499,3956,N ประกันภัย,280,1230,2017-12-19,
31,00002D-3N-16-001958,2941,N ประกันภัย,280,5071,2016-01-30,
25,00002D-C2-15-014014,2567,N ประกันภัย,280,3723,2018-06-07,
25,00002D-C2-15-016277,1886,N ประกันภัย,280,5071,2016-12-16,
78,00002D-C2-15-039252,1012,N ประกันภัย,280,5071,2017-01-18,
697,00002D-C2-15-076957,515,N ประกันภัย,280,2958,2016-09-14,
709,00002D-C2-15-088127,2738,N ประกันภัย,280,2716,2015-07-07,
1,00002D-C2-15-097405,1052,N ประกันภัย,280,1613,2015-01-15,
1,00002D-C2-15-100290,4013,N ประกันภัย,280,2112,2015-06-19,
79,00002D-C2-15-128424,1198,N ประกันภัย,280,4863,2016-03-06,
697,00002D-C2-15-143611,1252,N ประกันภัย,280,4336,2015-11-02,
697,00002D-C2-15-173892,3231,N ประกันภัย,280,1233,2015-04-29,
697,00002D-C2-15-188800,3497,N ประกันภัย,280,1621,2015-05-18,
709,00002D-C2-15-209524,102,N ประกันภัย,280,2112,2015-06-10,
2,00002D-C2-15-210238,4142,N ประกันภัย,280,1667,2015-09-01,
697,00002D-C2-15-231379,3509,N ประกันภัย,280,4335,2015-06-03,
116,00002D-C2-15-239564,54,N ประกันภัย,280,4335,2015-05-28,
709,00002D-C2-15-246059,3809,N ประกันภัย,280,1914,2015-12-28,
2,00002D-C2-15-248808,2211,N ประกันภัย,280,1996,2017-08-12,
697,00002D-C2-16-006348,1805,N ประกันภัย,280,4335,2015-12-07,
400,00002D-C2-16-008146,1986,N ประกันภัย,280,672,2017-08-06,
709,00002D-C2-16-008841,2939,N ประกันภัย,280,2301,2017-03-25,
702,00002D-C2-16-016481,4101,N ประกันภัย,280,1234,2016-05-30,
81,00002D-C2-16-019871,3305,N ประกันภัย,280,4991,2015-09-24,
81,00002D-C2-16-025355,1288,N ประกันภัย,280,4920,2017-11-30,
203,00002D-C2-16-025470,1460,N ประกันภัย,280,709,2015-04-29,
703,00002D-C2-16-029405,4375,N ประกันภัย,280,3318,2016-03-25,
709,00002D-C2-16-033499,1980,N ประกันภัย,280,2421,2015-11-04,
2,00002D-C2-16-041632,984,N ประกันภัย,280,3837,2016-07-05,
697,00002D-C2-16-041822,3646,N ประกันภัย,280,2406,2015-03-04,
56,00002D-C2-16-045587,4013,N ประกันภัย,280,792,2016-11-07,
709,00002D-C2-16-048035,280,N ประกันภัย,280,4344,2017-12-10,
2,00002D-C2-16-080928,2657,N ประกันภัย,280,1616,2015-01-30,
701,00002D-C2-16-083999,80,N ประกันภัย,280,2279,2015-07-25,
512,00002D-C2-16-106127,1169,N ประกันภัย,280,709,2015-01-14,
203,00002D-C2-16-115321,1182,N ประกันภัย,280,1599,2017-01-20,
149,00002D-C2-17-013727,308,N ประกันภัย,280,2279,2017-07-12,
746,00002D-C2-17-091346,3687,N ประกันภัย,280,4468,2015-06-29,
116,00002D-C2-17-129627,3655,N ประกันภัย,280,1230,2016-12-07,
2,00002D-C2-17-146543,1646,N ประกันภัย,280,4544,2015-12-03,
745,00002D-C2-17-146733,1343,N ประกันภัย,280,1079,2016-02-02,
56,00002D-C2-18-061907,4013,N ประกันภัย,280,4219,2017-01-23,
745,00002D-C2-18-062359,1343,N ประกันภัย,280,3356,2016-08-01,
56,00002D-C2-18-079545,4013,N ประกันภัย,280,4224,2015-01-12,
116,00002D-C2-18-082884,2258,N ประกันภัย,280,1235,2016-01-12,
2,00002D-KP-15-005233,1601,N ประกันภัย,280,4335,2017-08-02,
2,00002D-V3-15-006152,1301,N ประกันภัย,280,3054,2016-04-20,
2,00002D-V3-15-006994,1915,N ประกันภัย,280,4335,2016-03-09,
2,00002D-V3-15-007408,2053,N ประกันภัย,280,3054,2016-05-07,
2,00002D-V3-15-007880,1988,N ประกันภัย,280,4335,2016-09-04,
702,00002D-V3-16-003071,4101,N ประกันภัย,280,1234,2016-04-03,
2,00002D-V3-16-024595,3087,N ประกันภัย,280,1508,2017-03-04,
746,00002D-V3-17-015394,3687,N ประกันภัย,280,4468,2016-01-09,
2,00002D-V3-17-019344,1769,N ประกันภัย,280,5200,2015-04-30,
205,000-FCA215-001669,3577,N ประกันภัย,280,446,2015-04-30,
304,11001-889-158490844,3567,N ประกันภัย,280,672,2015-06-22,
2,11001-889-168336495,4304,N ประกันภัย,280,705,2015-10-30,
307,11002-028-160009666,424,N ประกันภัย,280,1230,2016-03-14,
2,11002-028-16001600143010,4304,N ประกันภัย,280,705,2016-02-12,
304,11002-889-158020725,3567,N ประกันภัย,280,672,2015-04-24,
632,15-001-1107-006357,2997,N ประกันภัย,280,446,2017-04-01,
78,15-001-1199-004094,16,N ประกันภัย,280,442,2016-03-26,
116,15-001-M01-069070,4037,N ประกันภัย,280,1230,2015-09-25,
709,16-80314171,1679,N ประกันภัย,280,1641,2015-12-18,
116,17-36410406,1536,N ประกันภัย,280,1231,2018-12-04,
116,17-36410593,2995,N ประกันภัย,280,1437,2015-04-04,
1,17-80337595,1295,N ประกันภัย,280,1669,2016-09-27,
1,18-36411819,3687,N ประกันภัย,280,4468,2015-09-07,
1,18-80345327,561,N ประกันภัย,280,2112,2016-09-21,
77,20994037-16RBK,4278,N ประกันภัย,280,706,2017-07-07,
27,22720943-15NBK,2996,N ประกันภัย,280,2115,2016-07-28,
116,22736676-15NBK,54,N ประกันภัย,280,4335,2015-11-13,
198,22743128-15NBK,177,N ประกันภัย,280,791,2015-08-03,
115,22746594-15NBK,703,N ประกันภัย,280,807,2015-04-23,
85,310001529-16N10</POLICY_NBR,3897,N ประกันภัย,280,4484,2015-01-08,
157,31078592-15N10</POLICY_NBR,3782,N ประกันภัย,280,4484,2016-05-04,
1,35134961-16NBK,1442,N ประกันภัย,280,4339,2015-03-18,
1,77360132-161101,1295,N ประกันภัย,280,1669,2016-01-09,
400,DF-70-59/003320,4138,N ประกันภัย,280,672,2015-03-27,
116,DF-70-60-002172,792,N ประกันภัย,280,4335,2016-01-25,
713,NVMI00000038150,442,N ประกันภัย,280,1561,2016-12-04,
82,NVMI0000030305,4083,N ประกันภัย,280,2410,2017-02-23,
203,NVMI0000081686,633,N ประกันภัย,280,1259,2016-03-24,
709,R01VMI0000195403,2149,N ประกันภัย,280,2513,2016-07-10,
697,22784422,1737,O ประกันภัย,281,68,2015-03-02,
153,22792175,4196,O ประกันภัย,281,1966,2015-09-16,
217,22797334,4230,O ประกันภัย,281,798,2015-09-16,
184,23871504,1414,O ประกันภัย,281,1606,2015-10-17,
697,25575876,173,O ประกันภัย,281,4611,2017-11-10,
1,28101239,3780,O ประกันภัย,281,2120,2016-01-08,
1,28308431,3240,O ประกันภัย,281,3996,2018-07-20,
298,28308439,1560,O ประกันภัย,281,1843,2015-03-09,
298,28308449,1560,O ประกันภัย,281,1294,2015-11-14,
744,28339036,3491,O ประกันภัย,281,265,2016-12-20,
709,34891413,4466,O ประกันภัย,281,4108,2015-12-14,
39,34928855,2200,O ประกันภัย,281,710,2016-11-25,
300,35855031,780,O ประกันภัย,281,197,2016-02-13,
739,36410104,1044,O ประกันภัย,281,686,2015-04-04,
1,36410632,510,O ประกันภัย,281,1536,2016-08-12,
16,36410696,88,O ประกันภัย,281,2128,2016-01-06,
73,36410857,3085,O ประกันภัย,281,273,2015-06-30,
255,77323723,776,O ประกันภัย,281,2436,2017-07-01,
697,77328152,3080,O ประกันภัย,281,2104,2017-01-19,
713,77328155,2701,O ประกันภัย,281,2129,2017-01-19,
300,77360108,1489,O ประกันภัย,281,4173,2015-10-17,
739,77360111,2807,O ประกันภัย,281,1963,2016-12-17,
1,77371831,2897,O ประกันภัย,281,2566,2017-09-19,
300,77397158,780,O ประกันภัย,281,197,2016-04-01,
1,77413356,510,O ประกันภัย,281,1537,2015-02-02,
39,77413358,2200,O ประกันภัย,281,710,2017-01-26,
1,80137499,1242,O ประกันภัย,281,1718,2015-02-23,
149,80316191,1199,O ประกันภัย,281,1843,2015-12-25,
713,80318396,4404,O ประกันภัย,281,1745,2018-08-01,
713,80318398,2701,O ประกันภัย,281,2129,2018-08-01,
39,80321782,1567,O ประกันภัย,281,1737,2017-06-20,
39,80326284,1209,O ประกันภัย,281,2007,2015-07-25,
390,80328211,2396,O ประกันภัย,281,741,2018-03-27,
697,80328971,1701,O ประกันภัย,281,1574,2015-11-17,
18,80336087,3128,O ประกันภัย,281,2193,2017-03-24,
739,80336089,4213,O ประกันภัย,281,4149,2018-07-06,
277,81554332,7,O ประกันภัย,281,674,2017-06-02,
697,81554345,761,O ประกันภัย,281,2021,2018-03-01,
215,81554346,52,O ประกันภัย,281,809,2016-04-22,
215,81554347,52,O ประกันภัย,281,811,2016-03-30,
1,81554354,2052,O ประกันภัย,281,4358,2017-03-20,
614,81554360,3332,O ประกันภัย,281,2096,2018-09-03,
492,81554368,2816,O ประกันภัย,281,951,2016-04-04,
487,81554393,3046,O ประกันภัย,281,899,2016-06-14,
487,81554395,3045,O ประกันภัย,281,1237,2016-03-28,
1,81554408,2647,O ประกันภัย,281,2554,2015-10-16,
184,81554413,1415,O ประกันภัย,281,1606,2015-10-24,
581,82355534,2094,O ประกันภัย,281,802,2017-09-26,
2,82355545,2672,O ประกันภัย,281,1597,2017-09-11,
2,82355549,4407,O ประกันภัย,281,4562,2015-03-10,
203,82355554,378,O ประกันภัย,281,4115,2015-01-27,
697,82355556,2388,O ประกันภัย,281,2373,2016-03-06,
709,82355565,2406,O ประกันภัย,281,624,2016-11-14,
642,82355566,1809,O ประกันภัย,281,5352,2017-01-17,
245,82355591,4150,O ประกันภัย,281,866,2016-05-26,
307,82355599,619,O ประกันภัย,281,60,2016-01-20,
115,82355602,858,O ประกันภัย,281,251,2015-08-05,
293,82990750,3287,O ประกันภัย,281,4292,2017-04-20,
300,82990758,2669,O ประกันภัย,281,80,2017-04-20,
305,82990765,2428,O ประกันภัย,281,634,2016-05-30,
2,82990770,3385,O ประกันภัย,281,128,2017-06-16,
697,82990774,511,O ประกันภัย,281,2506,2015-02-26,
709,82990779,917,O ประกันภัย,281,56,2015-07-17,
697,82990784,1737,O ประกันภัย,281,68,2016-05-07,
2,82990790,1229,O ประกันภัย,281,490,2017-05-26,
153,82990805,4196,O ประกันภัย,281,1966,2018-11-06,
599,82990822,3144,O ประกันภัย,281,844,2017-06-06,
709,82990841,4149,O ประกันภัย,281,793,2016-05-11,
709,83244148,3130,O ประกันภัย,281,1566,2016-10-19,
232,83244150,128,O ประกันภัย,281,851,2016-10-19,
149,83244152,374,O ประกันภัย,281,1546,2016-11-24,
56,83625480,3315,O ประกันภัย,281,2007,2016-01-27,
31,83625486,3120,O ประกันภัย,281,192,2017-11-21,
709,83625491,2181,O ประกันภัย,281,111,2016-03-04,
1,83625494,1717,O ประกันภัย,281,827,2017-07-22,
709,83625512,1676,O ประกันภัย,281,150,2017-01-07,
35,83625528,2085,O ประกันภัย,281,2078,2017-08-22,
31,83625539,1258,O ประกันภัย,281,5349,2017-06-24,
1,84565307,498,O ประกันภัย,281,5356,2016-08-11,
5,84565311,1085,O ประกันภัย,281,196,2017-02-27,
2,84565314,1842,O ประกันภัย,281,1985,2017-01-12,
307,84565334,619,O ประกันภัย,281,60,2016-06-23,
245,84565342,4150,O ประกันภัย,281,867,2017-06-07,
711,84565343,502,O ประกันภัย,281,155,2017-01-23,
46,84565360,3050,O ประกันภัย,281,2145,2015-11-09,
153,84565375,4196,O ประกันภัย,281,1966,2016-07-23,
709,84565388,3763,O ประกันภัย,281,1938,2015-07-05,
709,84565390,1253,O ประกันภัย,281,99,2017-04-21,
709,84565392,4149,O ประกันภัย,281,795,2017-08-04,
709,84565393,4149,O ประกันภัย,281,795,2015-02-04,
709,85145761,3130,O ประกันภัย,281,1566,2015-03-11,
122,85145782,734,O ประกันภัย,281,863,2016-11-05,
709,85145793,2181,O ประกันภัย,281,111,2015-04-28,
1,86266656,4150,O ประกันภัย,281,866,2015-05-16,
115,86266657,1914,O ประกันภัย,281,986,2016-05-31,
658,86266665,1952,O ประกันภัย,281,4596,2016-04-06,
35,86631396,1108,O ประกันภัย,281,267,2017-05-24,
241,92208862,3300,O ประกันภัย,281,111,2018-08-05,
746,000022D-V1-18-001429,2278,O ประกันภัย,281,1558,2017-06-16,
305,00002D-2D-15-000265,992,O ประกันภัย,281,545,2017-08-06,
203,00002D-2D-15-000357,832,O ประกันภัย,281,1408,2018-07-31,
509,00002D-2D-15-000365,1759,O ประกันภัย,281,826,2016-04-03,
277,00002D-2G-17-000042,199,O ประกันภัย,281,2154,2015-12-28,
56,00002D-2G-17-000394,2622,O ประกันภัย,281,474,2015-11-08,
17,00002D-2G-17-000463,2290,O ประกันภัย,281,1766,2015-06-16,
215,00002D-2G-17-000724,52,O ประกันภัย,281,809,2016-10-27,
153,00002D-2G-17-001053,3984,O ประกันภัย,281,1194,2017-08-30,
367,00002D-2G-17-001123,2127,O ประกันภัย,281,903,2015-06-08,
221,00002D-2G-17-001128,1870,O ประกันภัย,281,825,2015-06-08,
31,00002D-2G-17-001600,2617,O ประกันภัย,281,1785,2017-04-21,
259,00002D-2G-17-001634,1068,O ประกันภัย,281,903,2017-07-25,
46,00002D-2G-17-002398,522,O ประกันภัย,281,2529,2016-12-09,
31,00002D-2G-17-002406,3312,O ประกันภัย,281,196,2018-01-15,
32,00002D-2G-17-003008,2168,O ประกันภัย,281,711,2015-07-22,
116,00002D-2G-17-003680,247,O ประกันภัย,281,1441,2015-01-14,
1,00002D-2G-17-003687,247,O ประกันภัย,281,1441,2016-11-10,
221,00002D-2G-17-003916,4233,O ประกันภัย,281,801,2015-11-18,
699,00002D-2G-17-004871,112,O ประกันภัย,281,138,2017-09-05,
2,00002D-2N-15-000399,519,O ประกันภัย,281,1951,2015-07-20,
176,00002D-2N-15-002148,2067,O ประกันภัย,281,4920,2016-08-12,
2,00002D-2N-15-002292,1416,O ประกันภัย,281,2672,2017-01-24,
138,00002D-2N-15-002624,4366,O ประกันภัย,281,2013,2016-09-02,
1,00002D-2N-15-003541,3619,O ประกันภัย,281,1940,2015-04-21,
2,00002D-2N-15-003610,1453,O ประกันภัย,281,1802,2016-04-02,
277,00002D-2N-15-003742,3393,O ประกันภัย,281,1721,2015-10-30,
697,00002D-2N-15-004280,243,O ประกันภัย,281,2158,2016-07-03,
31,00002D-2N-15-004503,2617,O ประกันภัย,281,1786,2015-11-05,
116,00002D-2N-15-004580,1536,O ประกันภัย,281,4335,2015-12-16,
232,00002D-2N-15-004992,4346,O ประกันภัย,281,804,2017-09-11,
203,00002D-2N-15-005245,2713,O ประกันภัย,281,1961,2016-02-12,
232,00002D-2N-15-005320,3541,O ประกันภัย,281,681,2016-01-30,
2,00002D-2N-15-005541,3684,O ประกันภัย,281,4752,2016-12-12,
31,00002D-2N-15-005605,689,O ประกันภัย,281,5354,2017-10-16,
153,00002D-2N-15-006547,3280,O ประกันภัย,281,3040,2016-01-09,
31,00002D-2N-15-007105,3440,O ประกันภัย,281,5350,2016-01-09,
116,00002D-2N-15-007883,2502,O ประกันภัย,281,1355,2016-02-09,
2,00002D-2N-15-008306,4449,O ประกันภัย,281,1539,2016-02-25,
2,00002D-2N-15-008396,3702,O ประกันภัย,281,2625,2016-03-18,
2,00002D-2N-15-008746,3457,O ประกันภัย,281,171,2016-04-04,
2,00002D-2N-15-009112,3299,O ประกันภัย,281,1737,2018-04-05,
31,00002D-2N-15-009226,2874,O ประกันภัย,281,2635,2016-01-20,
277,00002D-2N-15-009312,2368,O ประกันภัย,281,549,2016-04-03,
677,00002D-2N-15-009320,3679,O ประกันภัย,281,2762,2015-01-30,
1,00002D-2N-16-000080,3976,O ประกันภัย,281,736,2015-01-30,
469,00002D-2N-16-000474,2156,O ประกันภัย,281,659,2015-11-25,
599,00002D-2N-16-001030,686,O ประกันภัย,281,845,2017-08-30,
2,00002D-2N-16-001770,1416,O ประกันภัย,281,2672,2017-07-04,
31,00002D-2N-16-003356,2617,O ประกันภัย,281,1786,2017-03-14,
31,00002D-2N-16-003558,3274,O ประกันภัย,281,196,2017-03-14,
116,00002D-2N-16-005016,4173,O ประกันภัย,281,1398,2016-07-14,
2,00002D-2N-16-006359,4449,O ประกันภัย,281,1539,2015-09-09,
1,00002D-2N-16-006575,4297,O ประกันภัย,281,899,2015-08-22,
617,00002D-2N-16-006918,4089,O ประกันภัย,281,5053,2016-11-07,
2,00002D-2N-16-007051,3457,O ประกันภัย,281,171,2016-11-07,
1,00002D-2N-16-007183,1839,O ประกันภัย,281,282,2016-06-29,
153,00002D-2N-16-007211,760,O ประกันภัย,281,2022,2016-11-07,
31,00002D-2N-16-007532,1038,O ประกันภัย,281,2638,2016-10-09,
31,00002D-2N-16-007533,2874,O ประกันภัย,281,2635,2015-01-10,
153,00002D-2N-17-000169,486,O ประกันภัย,281,1821,2015-02-19,
44,00002D-2N-17-000763,1677,O ประกันภัย,281,1851,2015-09-21,
2,00002D-2N-18-000764,4195,O ประกันภัย,281,2575,2015-09-15,
277,00002D-2N-18-001512,199,O ประกันภัย,281,2158,2017-05-17,
1,00002D-2N-18-001547,263,O ประกันภัย,281,982,2018-07-05,
2,00002D-2N-18-001837,2265,O ประกันภัย,281,5050,2016-11-18,
73,00002D-2N-18-004243,3962,O ประกันภัย,281,1581,2017-05-10,
56,00002D-2N-18-005099,2418,O ประกันภัย,281,1892,2018-01-23,
56,00002D-2N-18-005150,3097,O ประกันภัย,281,1449,2016-02-12,
293,00002D-3G-17-000033,3891,O ประกันภัย,281,2030,2016-06-29,
221,00002D-3G-17-000764,1550,O ประกันภัย,281,2990,2016-10-11,
2,00002D-3N-16-000410,1393,O ประกันภัย,281,1626,2016-01-09,
2,00002D-3N-16-001574,2580,O ประกันภัย,281,1891,2016-03-02,
1,00002D-3N-16-001694,1181,O ประกันภัย,281,81,2016-03-03,
1,00002D-3N-16-001956,2044,O ประกันภัย,281,5357,2016-01-18,
31,00002D-3N-17-000642,3205,O ประกันภัย,281,5279,2016-11-01,
73,00002D-3N-18-000245,2239,O ประกันภัย,281,3865,2016-09-03,
1,00002D-3N-18-000608,338,O ประกันภัย,281,4059,2017-06-12,
744,00002D-3N-18-001243,2542,O ประกันภัย,281,260,2016-08-25,
1,00002D-3N-18-00790,1004,O ประกันภัย,281,2200,2016-12-24,
25,00002D-C2-15-006437,542,O ประกันภัย,281,2741,2016-05-02,
25,00002D-C2-15-006595,2322,O ประกันภัย,281,904,2016-02-23,
25,00002D-C2-15-007889,674,O ประกันภัย,281,1940,2016-04-20,
2,00002D-C2-15-008161,938,O ประกันภัย,281,171,2018-11-01,
25,00002D-C2-15-013896,2376,O ประกันภัย,281,3259,2017-03-05,
25,00002D-C2-15-014047,2760,O ประกันภัย,281,839,2017-11-01,
25,00002D-C2-15-015586,2204,O ประกันภัย,281,4561,2016-02-12,
2,00002D-C2-15-019489,3420,O ประกันภัย,281,306,2016-08-19,
697,00002D-C2-15-026921,560,O ประกันภัย,281,435,2017-03-28,
707,00002D-C2-15-027578,1524,O ประกันภัย,281,3940,2016-03-05,
713,00002D-C2-15-029202,3914,O ประกันภัย,281,849,2016-02-11,
713,00002D-C2-15-029205,1086,O ประกันภัย,281,2159,2016-02-11,
2,00002D-C2-15-031556,2922,O ประกันภัย,281,2587,2015-03-19,
709,00002D-C2-15-032726,312,O ประกันภัย,281,2158,2017-04-11,
2,00002D-C2-15-033494,2269,O ประกันภัย,281,2822,2017-09-12,
78,00002D-C2-15-035023,3502,O ประกันภัย,281,1953,2016-08-23,
697,00002D-C2-15-036813,1772,O ประกันภัย,281,2634,2016-08-07,
709,00002D-C2-15-039072,2144,O ประกันภัย,281,1999,2016-10-19,
78,00002D-C2-15-040035,148,O ประกันภัย,281,978,2017-02-03,
704,00002D-C2-15-040780,2275,O ประกันภัย,281,1977,2017-03-14,
